,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
2016,8,194,8-194,Leaf,,,,,-0.0990004092,332.657715,
2017,8,195,8-195,Leaf,,,,,-0.121350043,1919.5686,
2018,8,196,8-196,Leaf,,,,,-0.114744917,1182.4502,
2019,8,197,8-197,Leaf,,,,,-0.124059401,5664.99609,
2020,8,198,8-198,Leaf,,,,,-0.101595797,50.7507706,
2021,8,199,8-199,Leaf,,,,,-0.105554439,541.744751,
2022,8,200,8-200,Leaf,,,,,-0.0236601811,18.1378899,
2023,8,201,8-201,Leaf,,,,,-0.124764338,4203.40332,
2024,8,202,8-202,Leaf,,,,,-0.0871986225,13.1080532,
2025,8,203,8-203,Leaf,,,,,0.00977678038,4.04176426,
2026,8,204,8-204,Leaf,,,,,-0.0926104188,4.77802277,
2027,8,205,8-205,Leaf,,,,,-0.116080515,2290.79199,
2028,8,206,8-206,Leaf,,,,,-0.0703036264,17.8038177,
2029,8,207,8-207,Leaf,,,,,-0.085641712,150.442627,
2030,8,208,8-208,Leaf,,,,,-0.108508825,609.722412,
2031,8,209,8-209,Leaf,,,,,-0.0960270166,932.489197,
2032,8,210,8-210,Leaf,,,,,-0.110473216,612.457825,
2033,8,211,8-211,Leaf,,,,,-0.0353768058,53.514576,
2034,8,212,8-212,Leaf,,,,,-0.102654837,34.7336617,
2035,8,213,8-213,Leaf,,,,,-0.117317557,1228.18091,
2036,8,214,8-214,Leaf,,,,,-0.124471262,1576.07312,
2037,8,215,8-215,Leaf,,,,,0.0366669111,3.26914406,
2038,8,216,8-216,Leaf,,,,,-0.0974979922,19.606638,
2039,8,217,8-217,Leaf,,,,,-0.0562557988,131.693665,
2040,8,218,8-218,Leaf,,,,,-0.00587989902,55.5076714,
2041,8,219,8-219,Leaf,,,,,0.0236627385,17.3760738,
2042,8,220,8-220,Leaf,,,,,0.0975695848,11.0181751,
2043,8,221,8-221,Leaf,,,,,-0.0864703506,621.216187,
2044,8,222,8-222,Leaf,,,,,-0.0178603306,26.7438488,
2045,8,223,8-223,Leaf,,,,,-0.0485480987,127.875999,
2046,8,224,8-224,Leaf,,,,,0.0546401739,6.13416815,
2047,8,225,8-225,Leaf,,,,,-0.110803008,516.773499,
2048,8,226,8-226,Leaf,,,,,-0.0670471713,29.0312099,
2049,8,227,8-227,Leaf,,,,,0.029861195,8.10269833,
2050,8,228,8-228,Leaf,,,,,-0.0864359215,20.0483036,
2051,8,229,8-229,Leaf,,,,,-0.0935276672,11.5064011,
2052,8,230,8-230,Leaf,,,,,-0.00703441491,8.42463398,
2053,9,0,9-0,utilization,0.687350035,9-1,9-2,9-1,2921.125,212661.172,
2054,9,1,9-1,InterestBalance,0.00499999989,9-3,9-4,9-3,223.34375,197386.219,
2055,9,2,9-2,max_dpd_last6Mo,18.5,9-5,9-6,9-6,779.444336,15274.9531,
2056,9,3,9-3,GO21_backfill,4.5,9-7,9-8,9-7,25.125,181915.938,
2057,9,4,9-4,max_dpd_last6Mo,25.5,9-9,9-10,9-10,128.439453,15470.2852,
2058,9,5,9-5,GO152_backfill,2.5,9-11,9-12,9-12,259.420898,11887.9355,
2059,9,6,9-6,avg_dpd_last3Mo,51.5,9-13,9-14,9-14,105.401733,3387.01782,
2060,9,7,9-7,12MoInterestAvg,2.75274992,9-15,9-16,9-15,11.9375,179669.516,
2061,9,8,9-8,12MoInterestAvg,3.39988089,9-17,9-18,9-17,10.9685059,2246.41357,
2062,9,9,9-9,GO21_backfill,2.5,9-19,9-20,9-20,73.7480469,14173.8916,
2063,9,10,9-10,utilization,0.268000007,9-21,9-22,9-22,35.9209595,1296.39392,
2064,9,11,9-11,AM04_backfill,0.5,9-23,9-24,9-24,75.6435547,8637.15332,
2065,9,12,9-12,utilization,0.99545002,9-25,9-26,9-26,92.9090576,3250.78149,
2066,9,13,9-13,GO21_backfill,2.5,9-27,9-28,9-28,79.088623,2671.10352,
2067,9,14,9-14,GO152_backfill,1.5,9-29,9-30,9-30,25.4384041,715.914246,
2068,9,15,9-15,avg_dpd_last9Mo,22.5,9-31,9-32,9-31,4.0625,175619.656,
2069,9,16,9-16,max_dpd_last6Mo,38.5,9-33,9-34,9-34,13.1816406,4049.86499,
2070,9,17,9-17,last3MonthUtilization,-0.50067997,9-35,9-36,9-36,3.8515625,2048.76489,
2071,9,18,9-18,avg_dpd_last9Mo,27.5,9-37,9-38,9-38,11.0276031,197.648773,
2072,9,19,9-19,AM04_backfill,0.5,9-39,9-40,9-40,25.3417969,12415.8057,
2073,9,20,9-20,GO21_backfill,6.5,9-41,9-42,9-42,22.7321777,1758.08606,
2074,9,21,9-21,AM04_backfill,0.5,9-43,9-44,9-44,12.317749,931.827454,
2075,9,22,9-22,avg_dpd_last9Mo,113.5,9-45,9-46,9-46,20.651268,364.566498,
2076,9,23,9-23,amountOverLimit,17.3650017,9-47,9-48,9-48,61.3500977,5935.18359,
2077,9,24,9-24,avg_dpd_last3Mo,5.5,9-49,9-50,9-50,10.7165527,2701.97021,
2078,9,25,9-25,AT07_backfill,4.5,9-51,9-52,9-52,46.9525146,2251.85107,
2079,9,26,9-26,InterestBalance,47.9150009,9-53,9-54,9-54,22.4799347,998.930542,
2080,9,27,9-27,AM04_backfill,0.5,9-55,9-56,9-56,39.5080566,1648.21863,
2081,9,28,9-28,AT07_backfill,6.5,9-57,9-58,9-58,30.1272736,1022.88489,
2082,9,29,9-29,avg_dpd_last9Mo,117.5,9-59,9-60,9-60,9.76033306,321.260681,
2083,9,30,9-30,utilization,1.22394991,9-61,9-62,9-62,15.560483,394.653534,
2084,9,31,9-31,GO152_backfill,1.5,9-63,9-64,9-64,2.03125,172007.703,
2085,9,32,9-32,last3MonthUtilization,0.478372514,9-65,9-66,9-66,5.09667969,3611.96045,
2086,9,33,9-33,AM04_backfill,0.5,9-67,9-68,9-68,3.25927734,3941.89404,
2087,9,34,9-34,AT07_backfill,2.5,9-69,9-70,9-70,9.53465271,107.970863,
2088,9,35,9-35,Leaf,,,,,-0.00493288552,3.27349782,
2089,9,36,9-36,avg_dpd_last9Mo,120.5,9-71,9-72,9-72,1.74902344,2045.49133,
2090,9,37,9-37,utilization,0.127099991,9-73,9-74,9-74,2.63633728,177.968338,
2091,9,38,9-38,12MoInterestAvg,11.4709473,9-75,9-76,9-76,3.81332207,19.6804314,
2092,9,39,9-39,utilization,0.349749982,9-77,9-78,9-78,14.2822266,6248.94922,
2093,9,40,9-40,avg_dpd_last3Mo,13.5,9-79,9-80,9-80,1.29492188,6166.85596,
2094,9,41,9-41,AM04_backfill,0.5,9-81,9-82,9-82,10.824707,1501.70715,
2095,9,42,9-42,12MoInterestAvg,8.0089283,9-83,9-84,9-84,4.3947525,256.378876,
2096,9,43,9-43,utilization,0.00444999989,9-85,9-86,9-86,12.7866821,466.457123,
2097,9,44,9-44,InterestBalance,21.8250008,9-87,9-88,9-88,2.07492065,465.3703,
2098,9,45,9-45,avg_dpd_last3Mo,89.5,9-89,9-90,9-90,7.6306839,338.647858,
2099,9,46,9-46,InterestBalance,8.71500015,9-91,9-92,9-92,8.90115166,25.918623,
2100,9,47,9-47,avg_dpd_last3Mo,4.5,9-93,9-94,9-94,30.6767578,5041.8252,
2101,9,48,9-48,GO152_backfill,0.5,9-95,9-96,9-96,15.8754883,893.358337,
2102,9,49,9-49,avg_dpd_last9Mo,43.5,9-97,9-98,9-98,6.48486328,2259.73145,
2103,9,50,9-50,AT07_backfill,3.5,9-99,9-100,9-100,4.63272095,442.238647,
2104,9,51,9-51,avg_dpd_last3Mo,2.5,9-101,9-102,9-102,17.9934082,1875.99243,
2105,9,52,9-52,12MoInterestAvg,12.0277386,9-103,9-104,9-104,13.5480728,375.858521,
2106,9,53,9-53,GO152_backfill,5.5,9-105,9-106,9-106,20.9342194,838.988281,
2107,9,54,9-54,amountOverLimit,82.625,9-107,9-108,9-108,16.0748444,159.942245,
2108,9,55,9-55,avg_dpd_last9Mo,89.5,9-109,9-110,9-110,30.5897217,1273.83472,
2109,9,56,9-56,max_dpd_last6Mo,37.5,9-111,9-112,9-112,7.33648682,374.384003,
2110,9,57,9-57,utilization,1.02104998,9-113,9-114,9-114,18.6101646,984.773315,
2111,9,58,9-58,avg_dpd_last3Mo,30.5,9-115,9-116,9-116,7.21454048,38.1115227,
2112,9,59,9-59,3MoInterestAvg,82.6950073,9-117,9-118,9-118,9.91977692,262.338867,
2113,9,60,9-60,utilization,0.968050003,9-119,9-120,9-120,7.65986443,58.9218216,
2114,9,61,9-61,AM04_backfill,0.5,9-121,9-122,9-122,11.3069305,374.361023,
2115,9,62,9-62,utilization,1.30349994,9-123,9-124,9-124,4.70142937,20.2925072,
2116,9,63,9-63,AT07_backfill,8.5,9-125,9-126,9-126,0.453125,137078.094,
2117,9,64,9-64,AM04_backfill,0.5,9-127,9-128,9-128,2.06640625,34929.5977,
2118,9,65,9-65,Leaf,,,,,-0.120022252,3601.11865,
2119,9,66,9-66,avg_dpd_last3Mo,7.5,9-131,9-132,9-132,1.47288537,10.8416157,
2120,9,67,9-67,last3MonthUtilization,-0.212109581,9-133,9-134,9-134,3.13671875,2005.5946,
2121,9,68,9-68,last3MonthUtilization,0.774332047,9-135,9-136,9-136,1.56323242,1936.29944,
2122,9,69,9-69,12MoInterestAvg,9.04791641,9-137,9-138,9-138,1.92137909,95.4019852,
2123,9,70,9-70,utilization,0.0069500003,9-139,9-140,9-140,12.5714159,12.5688772,
2124,9,71,9-71,GO21_backfill,6.5,9-141,9-142,9-142,1.07275391,2042.33997,
2125,9,72,9-72,Leaf,,,,,-0.0290479455,3.15137744,
2126,9,73,9-73,Leaf,,,,,-0.109008528,97.1454926,
2127,9,74,9-74,12MoInterestAvg,28.7453785,9-145,9-146,9-146,3.05102921,80.8228455,
2128,9,75,9-75,3MoInterestAvg,6.08166695,9-147,9-148,9-148,4.96913338,12.2418146,
2129,9,76,9-76,12MoInterestAvg,19.629509,9-149,9-150,9-150,2.7666924,7.43861723,
2130,9,77,9-77,InterestBalance,0.954999983,9-151,9-152,9-152,2.71386719,3952.48657,
2131,9,78,9-78,avg_dpd_last3Mo,9.5,9-153,9-154,9-154,14.8293457,2296.46289,
2132,9,79,9-79,AT07_backfill,4.5,9-155,9-156,9-156,1.54785156,5614.70166,
2133,9,80,9-80,last3MonthUtilization,0.0034866666,9-157,9-158,9-158,1.67156982,552.154297,
2134,9,81,9-81,AT07_backfill,4.5,9-159,9-160,9-160,6.18170166,937.686401,
2135,9,82,9-82,AT07_backfill,7.5,9-161,9-162,9-162,5.67681885,564.020752,
2136,9,83,9-83,InterestBalance,22.9399986,9-163,9-164,9-164,5.30625153,144.893387,
2137,9,84,9-84,avg_dpd_last3Mo,4.5,9-165,9-166,9-166,8.69517136,111.485497,
2138,9,85,9-85,avg_dpd_last3Mo,4.5,9-167,9-168,9-168,4.09603882,178.091675,
2139,9,86,9-86,avg_dpd_last9Mo,89.5,9-169,9-170,9-170,19.9760666,288.365448,
2140,9,87,9-87,InterestBalance,1.66499996,9-171,9-172,9-172,1.66079712,453.196899,
2141,9,88,9-88,utilization,0.136749998,9-173,9-174,9-174,3.33830452,12.1734161,
2142,9,89,9-89,InterestBalance,56.6800003,9-175,9-176,9-176,6.7986145,327.84375,
2143,9,90,9-90,avg_dpd_last3Mo,104.5,9-177,9-178,9-178,3.32218385,10.8041096,
2144,9,91,9-91,InterestBalance,5.23999977,9-179,9-180,9-180,4.18460178,10.3317232,
2145,9,92,9-92,12MoInterestAvg,13.7487497,9-181,9-182,9-182,3.88537955,15.5869007,
2146,9,93,9-93,AT07_backfill,2.5,9-183,9-184,9-184,21.8149414,4060.43921,
2147,9,94,9-94,AT07_backfill,0.5,9-185,9-186,9-186,12.3016357,981.385803,
2148,9,95,9-95,InterestBalance,136.815002,9-187,9-188,9-188,6.40666199,319.452057,
2149,9,96,9-96,amountOverLimit,462.599976,9-189,9-190,9-190,19.2746124,573.906311,
2150,9,97,9-97,utilization,0.95964998,9-191,9-192,9-192,4.17700195,2254.28711,
2151,9,98,9-98,Leaf,,,,,-0.00506563671,5.44430685,
2152,9,99,9-99,utilization,0.921050012,9-193,9-194,9-194,4.14016724,422.374329,
2153,9,100,9-100,avg_dpd_last9Mo,7.5,9-195,9-196,9-196,2.63933468,19.8643112,
2154,9,101,9-101,GO152_backfill,4.5,9-197,9-198,9-198,6.97497559,1309.91577,
2155,9,102,9-102,GO21_backfill,16.5,9-199,9-200,9-200,12.7730103,566.076782,
2156,9,103,9-103,utilization,0.901650012,9-201,9-202,9-202,9.26791382,198.681473,
2157,9,104,9-104,InterestBalance,118.270004,9-203,9-204,9-204,7.3697443,177.177048,
2158,9,105,9-105,avg_dpd_last3Mo,3.5,9-205,9-206,9-206,7.81384277,567.016541,
2159,9,106,9-106,amountOverLimit,0.754999995,9-207,9-208,9-208,10.3103657,271.971771,
2160,9,107,9-107,max_dpd_last6Mo,3.5,9-209,9-210,9-210,9.36190319,85.6601944,
2161,9,108,9-108,AM04_backfill,0.5,9-211,9-212,9-212,11.4826183,74.2820511,
2162,9,109,9-109,InterestBalance,70.7299957,9-213,9-214,9-214,25.395752,1206.69385,
2163,9,110,9-110,12MoInterestAvg,49.1425018,9-215,9-216,9-216,5.30612326,67.14077,
2164,9,111,9-111,InterestBalance,45.6949997,9-217,9-218,9-218,6.5869751,288.455414,
2165,9,112,9-112,utilization,0.933599949,9-219,9-220,9-220,5.04528999,85.9285812,
2166,9,113,9-113,3MoInterestAvg,41.6533318,9-221,9-222,9-221,13.4319077,674.15625,
2167,9,114,9-114,InterestBalance,12.9849997,9-223,9-224,9-224,6.96186447,310.617096,
2168,9,115,9-115,avg_dpd_last3Mo,25.5,9-225,9-226,9-226,6.07164574,26.347517,
2169,9,116,9-116,12MoInterestAvg,25.8330002,9-227,9-228,9-228,2.58668804,11.7640066,
2170,9,117,9-117,12MoInterestAvg,5.30541658,9-229,9-230,9-230,8.27697754,248.129761,
2171,9,118,9-118,12MoInterestAvg,114.445,9-231,9-232,9-232,5.36790276,14.2090998,
2172,9,119,9-119,avg_dpd_last9Mo,157.5,9-233,9-234,9-234,6.99674988,28.0646343,
2173,9,120,9-120,avg_dpd_last9Mo,144.5,9-235,9-236,9-236,6.77226257,30.8571873,
2174,9,121,9-121,12MoInterestAvg,9.01375008,9-237,9-238,9-237,7.6969099,323.014832,
2175,9,122,9-122,12MoInterestAvg,38.2524986,9-239,9-240,9-240,10.910924,51.3462029,
2176,9,123,9-123,last3MonthUtilization,1.25780225,9-241,9-242,9-242,0.577692032,17.2513199,
2177,9,124,9-124,Leaf,,,,,-0.0118936682,3.04118729,
2178,9,125,9-125,Leaf,,,,,-0.12401288,137073.938,
2179,9,126,9-126,Leaf,,,,,-0.061877232,4.15313148,
2180,9,127,9-127,Leaf,,,,,-0.121353842,10697.8613,
2181,9,128,9-128,Leaf,,,,,-0.123549394,24231.7383,
2182,9,131,9-131,Leaf,,,,,-0.084676981,4.35151052,
2183,9,132,9-132,Leaf,,,,,-0.011643514,6.49010515,
2184,9,133,9-133,Leaf,,,,,-0.0438110232,7.6892848,
2185,9,134,9-134,Leaf,,,,,-0.11567729,1997.90527,
2186,9,135,9-135,Leaf,,,,,-0.122536592,1926.88245,
2187,9,136,9-136,Leaf,,,,,-0.0682054237,9.41703796,
2188,9,137,9-137,Leaf,,,,,-0.102763891,66.3255997,
2189,9,138,9-138,Leaf,,,,,-0.0662796423,29.0763874,
2190,9,139,9-139,Leaf,,,,,-0.0772432387,7.60112953,
2191,9,140,9-140,Leaf,,,,,0.111652516,4.96774769,
2192,9,141,9-141,Leaf,,,,,-0.11748749,1374.28467,
2193,9,142,9-142,Leaf,,,,,-0.110187963,668.055298,
2194,9,145,9-145,Leaf,,,,,-0.0848137513,77.3447342,
2195,9,146,9-146,Leaf,,,,,0.00858308282,3.47810674,
2196,9,147,9-147,Leaf,,,,,-0.033264529,7.3797617,
2197,9,148,9-148,Leaf,,,,,0.0871072337,4.86205339,
2198,9,149,9-149,Leaf,,,,,-0.113535278,4.24208832,
2199,9,150,9-150,Leaf,,,,,0.00345579884,3.19652891,
2200,9,151,9-151,Leaf,,,,,-0.105649531,375.82077,
2201,9,152,9-152,Leaf,,,,,-0.116546921,3576.66577,
2202,9,153,9-153,Leaf,,,,,-0.108018689,2054.09595,
2203,9,154,9-154,Leaf,,,,,-0.0809567124,242.366989,
2204,9,155,9-155,Leaf,,,,,-0.121860325,5570.72803,
2205,9,156,9-156,Leaf,,,,,-0.0958048627,43.9736748,
2206,9,157,9-157,Leaf,,,,,-0.0854942203,33.1962509,
2207,9,158,9-158,Leaf,,,,,-0.115944222,518.958069,
2208,9,159,9-159,Leaf,,,,,-0.0951065272,831.640442,
2209,9,160,9-160,Leaf,,,,,-0.067884028,106.045998,
2210,9,161,9-161,Leaf,,,,,-0.111161947,560.77832,
2211,9,162,9-162,Leaf,,,,,0.0167897753,3.24245286,
2212,9,163,9-163,Leaf,,,,,-0.0829374716,135.761551,
2213,9,164,9-164,Leaf,,,,,-0.00377992843,9.13184071,
2214,9,165,9-165,Leaf,,,,,-0.0634816885,91.1786499,
2215,9,166,9-166,Leaf,,,,,0.00842005014,20.3068447,
2216,9,167,9-167,Leaf,,,,,0.00370746455,3.62943554,
2217,9,168,9-168,Leaf,,,,,-0.102620795,174.462234,
2218,9,169,9-169,Leaf,,,,,-0.0776282176,238.428543,
2219,9,170,9-170,Leaf,,,,,-0.0079271486,49.9369125,
2220,9,171,9-171,Leaf,,,,,-0.0963955,237.780823,
2221,9,172,9-172,Leaf,,,,,-0.111931741,215.416077,
2222,9,173,9-173,Leaf,,,,,-0.112067245,4.72456551,
2223,9,174,9-174,Leaf,,,,,-0.00914201699,7.44885111,
2224,9,175,9-175,Leaf,,,,,-0.066598542,308.946167,
2225,9,176,9-176,Leaf,,,,,-0.00456539448,18.8976002,
2226,9,177,9-177,Leaf,,,,,0.0563778691,7.3710413,
2227,9,178,9-178,Leaf,,,,,-0.0513214879,3.43306851,
2228,9,179,9-179,Leaf,,,,,0.00843343232,3.65757537,
2229,9,180,9-180,Leaf,,,,,0.140855804,6.67414808,
2230,9,181,9-181,Leaf,,,,,-0.0729477257,6.1227603,
2231,9,182,9-182,Leaf,,,,,0.0231264737,9.46413994,
2232,9,183,9-183,Leaf,,,,,-0.102343798,3687.20801,
2233,9,184,9-184,Leaf,,,,,-0.0764304325,373.231384,
2234,9,185,9-185,Leaf,,,,,-0.0945985839,371.664001,
2235,9,186,9-186,Leaf,,,,,-0.0709522143,609.721802,
2236,9,187,9-187,Leaf,,,,,-0.0873650834,314.054565,
2237,9,188,9-188,Leaf,,,,,0.0193127152,5.39747667,
2238,9,189,9-189,Leaf,,,,,-0.061526455,545.363831,
2239,9,190,9-190,Leaf,,,,,0.022105163,28.5424576,
2240,9,191,9-191,Leaf,,,,,-0.118326209,1621.60657,
2241,9,192,9-192,Leaf,,,,,-0.107334353,632.680603,
2242,9,193,9-193,Leaf,,,,,-0.110510506,202.945312,
2243,9,194,9-194,Leaf,,,,,-0.0885166377,219.429016,
