,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
10961,48,37,48-37,RE28_backfill,803260.0,48-75,48-76,48-76,2.46187592,72.3134689,
10962,48,38,48-38,12MoInterestAvg,60.2456284,48-77,48-78,48-78,4.16195536,16.5436993,
10963,48,39,48-39,deposits_amount,1.06500006,48-79,48-80,48-80,4.33399963,651.692139,
10964,48,40,48-40,last3MonthUtilization,0.0381338894,48-81,48-82,48-82,8.04958153,24.813406,
10965,48,41,48-41,utilization,1.18865001,48-83,48-84,48-84,10.294384,647.629089,
10966,48,42,48-42,deposits_amount,202.565002,48-85,48-86,48-85,3.60520267,8.24818802,
10967,48,43,48-43,max_dpd_last6Mo,14.5,48-87,48-88,48-88,9.74636841,224.723938,
10968,48,44,48-44,max_dpd_last6Mo,16.5,48-89,48-90,48-90,10.0872498,13.7206898,
10969,48,45,48-45,RE28_backfill,71671.0,48-91,48-92,48-92,8.29480267,75.8464508,
10970,48,46,48-46,avg_dpd_last3Mo,16.5,48-93,48-94,48-94,2.64218235,59.4863663,
10971,48,47,48-47,RE28_backfill,247900.0,48-95,48-96,48-96,5.50470352,153.135971,
10972,48,48,48-48,deposits_amount,67.7050018,48-97,48-98,48-98,3.9465332,1332.6814,
10973,48,49,48-49,last3MonthUtilization,0.0494513363,48-99,48-100,48-99,2.87054443,565.185608,
10974,48,50,48-50,deposits_amount,0.335000008,48-101,48-102,48-101,9.64246368,13.3961182,
10975,48,51,48-51,last3MonthUtilization,0.00396972243,48-103,48-104,48-104,2.16752625,182.286621,
10976,48,52,48-52,RE28_backfill,227901.5,48-105,48-106,48-106,1.72229004,2410.79248,
10977,48,53,48-53,max_dpd_last6Mo,33.5,48-107,48-108,48-108,3.04009628,85.9808273,
10978,48,54,48-54,Leaf,,,,,0.0247212294,3.77778149,
10979,48,55,48-55,utilization,0.351750016,48-109,48-110,48-110,13.988369,369.991089,
10980,48,56,48-56,last3MonthUtilization,0.00477958331,48-111,48-112,48-112,17.3068428,41.4778328,
10981,48,57,48-57,last_nonNull_CVSC100,782.5,48-113,48-114,48-114,4.24681091,420.619232,
10982,48,58,48-58,max_dpd_last6Mo,1.5,48-115,48-116,48-116,6.57092619,25.8433723,
10983,48,59,48-59,avg_dpd_last3Mo,0.5,48-117,48-118,48-118,5.4099946,21.5518093,
10984,48,60,48-60,deposits_amount,9.14999962,48-119,48-120,48-120,7.20162439,153.034317,
10985,48,61,48-61,avg_dpd_last3Mo,35.5,48-121,48-122,48-122,4.54803276,91.5772171,
10986,48,62,48-62,avg_dpd_last3Mo,13.5,48-123,48-124,48-124,6.62116146,30.4700222,
10987,48,63,48-63,GO21_backfill,0.5,48-125,48-126,48-126,5.89942169,30.7164135,
10988,48,64,48-64,last3MonthUtilization,0.143685877,48-127,48-128,48-128,13.6387749,272.191193,
10989,48,65,48-65,AT07_backfill,6.5,48-129,48-130,48-130,3.25072289,52.0096092,
10990,48,66,48-66,last3MonthUtilization,0.127528995,48-131,48-132,48-132,17.1360111,360.486237,
10991,48,67,48-67,GO152_backfill,10.5,48-133,48-134,48-134,18.1627693,348.037231,
10992,48,68,48-68,avg_dpd_last9Mo,75.5,48-135,48-136,48-136,8.2652216,34.0309258,
10993,48,69,48-69,RE28_backfill,69879.5,48-137,48-138,48-138,4.62971401,99.4781036,
10994,48,70,48-70,last3MonthUtilization,0.828632236,48-139,48-140,48-140,8.98089886,2491.00146,
10995,48,71,48-71,avg_dpd_last9Mo,33.5,48-141,48-142,48-142,16.1068764,950.329407,
10996,48,72,48-72,RE28_backfill,2462.5,48-143,48-144,48-144,9.41530037,1950.89465,
10997,48,73,48-73,RE28_backfill,6805.0,48-145,48-146,48-146,11.9730549,1543.448,
10998,48,74,48-74,deposits_amount,1216.33496,48-147,48-148,48-147,7.8464551,1271.28296,
10999,48,75,48-75,AT07_backfill,5.5,48-149,48-150,48-150,1.55189133,65.390625,
11000,48,76,48-76,12MoInterestAvg,36.2337494,48-151,48-152,48-152,4.24660301,6.92284393,
11001,48,77,48-77,avg_dpd_last9Mo,4.5,48-153,48-154,48-154,6.21390343,9.15114498,
11002,48,78,48-78,avg_dpd_last3Mo,22.5,48-155,48-156,48-156,2.61936474,7.39255476,
11003,48,79,48-79,avg_dpd_last9Mo,0.5,48-157,48-158,48-158,9.31349564,68.7404022,
11004,48,80,48-80,AT07_backfill,3.5,48-159,48-160,48-160,6.56959534,582.951782,
11005,48,81,48-81,Leaf,,,,,0.0968305469,5.06752014,
11006,48,82,48-82,last_nonNull_CVSC100,716.5,48-161,48-162,48-162,5.26846075,19.7458858,
11007,48,83,48-83,RE28_backfill,950.0,48-163,48-164,48-164,7.72182083,644.608459,
11008,48,84,48-84,Leaf,,,,,0.135604352,3.02063298,
11009,48,85,48-85,Leaf,,,,,0.157827839,3.68475223,
11010,48,86,48-86,Leaf,,,,,0.0258703325,4.56343555,
11011,48,87,48-87,RE28_backfill,16050.0,48-165,48-166,48-166,11.8411322,57.2980118,
11012,48,88,48-88,12MoInterestAvg,0.787222207,48-167,48-168,48-167,8.55005836,167.425919,
11013,48,89,48-89,Leaf,,,,,-0.0358483456,3.51014113,
11014,48,90,48-90,AT07_backfill,0.5,48-169,48-170,48-170,11.0009899,10.2105484,
11015,48,91,48-91,max_dpd_last6Mo,47.5,48-171,48-172,48-172,3.17673111,54.9553795,
11016,48,92,48-92,deposits_amount,77.0,48-173,48-174,48-173,9.1213007,20.8910656,
11017,48,93,48-93,max_dpd_last6Mo,13.5,48-175,48-176,48-176,3.23632669,28.9816513,
11018,48,94,48-94,deposits_amount,29.2799988,48-177,48-178,48-178,1.86123848,30.504715,
11019,48,95,48-95,last3MonthUtilization,-0.000516055501,48-179,48-180,48-180,6.72169495,140.266937,
11020,48,96,48-96,RE28_backfill,478903.0,48-181,48-182,48-182,7.6412487,12.8690319,
11021,48,97,48-97,RE28_backfill,14775.0,48-183,48-184,48-184,7.58669281,117.466133,
11022,48,98,48-98,last_nonNull_CVSC100,766.5,48-185,48-186,48-186,2.35742188,1215.21521,
11023,48,99,48-99,RE28_backfill,37690.0,48-187,48-188,48-187,0.937698364,561.301758,
11024,48,100,48-100,Leaf,,,,,0.0220894944,3.88386679,
11025,48,101,48-101,last3MonthUtilization,0.0149181243,48-189,48-190,48-190,5.97462654,8.14062881,
11026,48,102,48-102,Leaf,,,,,-0.0369195156,5.25548887,
11027,48,103,48-103,utilization,0.00154999993,48-191,48-192,48-192,6.55109787,79.7690048,
11028,48,104,48-104,utilization,0.277149975,48-193,48-194,48-194,2.15122223,102.517609,
11029,48,105,48-105,RE28_backfill,181999.5,48-195,48-196,48-196,2.71960449,1852.34229,
11030,48,106,48-106,Leaf,,,,,-0.0938573703,558.450195,
11031,48,107,48-107,AM04_backfill,0.5,48-199,48-200,48-200,2.46652985,78.9137192,
11032,48,108,48-108,AT07_backfill,0.5,48-201,48-202,48-202,4.42297029,7.06710672,
11033,48,109,48-109,deposits_amount,50.0149994,48-203,48-204,48-204,9.07465363,273.834015,
11034,48,110,48-110,RE28_backfill,26550.0,48-205,48-206,48-206,6.16032505,96.1570816,
11035,48,111,48-111,Leaf,,,,,0.222753927,3.01264071,
11036,48,112,48-112,GO152_backfill,3.5,48-207,48-208,48-208,4.98366356,38.4651947,
11037,48,113,48-113,AT07_backfill,4.5,48-209,48-210,48-210,2.71569824,155.122147,
11038,48,114,48-114,last3MonthUtilization,0.00433638878,48-211,48-212,48-212,3.58938599,265.49707,
11039,48,115,48-115,last3MonthUtilization,0.92627418,48-213,48-214,48-214,1.56108332,14.4155912,
11040,48,116,48-116,max_dpd_last6Mo,7.5,48-215,48-216,48-216,3.68814254,11.4277811,
11041,48,117,48-117,12MoInterestAvg,0.924727321,48-217,48-218,48-218,2.24905324,6.32402277,
11042,48,118,48-118,last_nonNull_CVSC100,843.5,48-219,48-220,48-220,0.335494041,15.227787,
11043,48,119,48-119,last3MonthUtilization,0.000849722186,48-221,48-222,48-222,6.1522541,145.577805,
11044,48,120,48-120,max_dpd_last6Mo,28.5,48-223,48-224,48-224,10.298605,7.45652199,
11045,48,121,48-121,last_nonNull_CVSC100,842.5,48-225,48-226,48-226,3.40812492,75.2134552,
11046,48,122,48-122,RE28_backfill,76899.0,48-227,48-228,48-228,3.50161147,16.3637619,
11047,48,123,48-123,avg_dpd_last3Mo,3.5,48-229,48-230,48-230,3.16583157,8.45733738,
11048,48,124,48-124,GO21_backfill,0.5,48-231,48-232,48-232,4.28205156,22.0126839,
11049,48,125,48-125,Leaf,,,,,-0.0183846727,4.15103674,
11050,48,126,48-126,Leaf,,,,,0.105515383,26.5653763,
11051,48,127,48-127,Leaf,,,,,0.0611473694,76.298912,
11052,48,128,48-128,Leaf,,,,,0.0114598442,195.892288,
11053,48,129,48-129,Leaf,,,,,-0.0479948595,48.3911972,
11054,48,130,48-130,Leaf,,,,,0.04194206,3.61841178,
11055,48,131,48-131,Leaf,,,,,0.203582197,3.52734613,
11056,48,132,48-132,Leaf,,,,,0.00774545828,356.958893,
11057,48,133,48-133,Leaf,,,,,-0.0327346399,340.649475,
11058,48,134,48-134,Leaf,,,,,0.116562746,7.38773775,
11059,48,135,48-135,Leaf,,,,,0.0947337747,16.5960636,
11060,48,136,48-136,Leaf,,,,,-0.00228680274,17.4348621,
11061,48,137,48-137,Leaf,,,,,-0.0443725921,78.2187195,
11062,48,138,48-138,Leaf,,,,,0.00785088725,21.2593803,
11063,48,139,48-139,Leaf,,,,,0.015369839,756.191711,
11064,48,140,48-140,Leaf,,,,,0.00231526676,1734.80981,
11065,48,141,48-141,Leaf,,,,,-0.0295988005,845.123962,
11066,48,142,48-142,Leaf,,,,,0.011796358,105.205444,
11067,48,143,48-143,Leaf,,,,,0.00752735464,349.390533,
11068,48,144,48-144,Leaf,,,,,-0.0105737289,1601.50415,
11069,48,145,48-145,Leaf,,,,,0.00132602791,902.954895,
11070,48,146,48-146,Leaf,,,,,-0.0165399816,640.493103,
11071,48,147,48-147,Leaf,,,,,0.00678085024,1192.18616,
11072,48,148,48-148,Leaf,,,,,-0.0255561564,79.0968323,
11073,48,149,48-149,Leaf,,,,,-0.0871114656,61.1119881,
11074,48,150,48-150,Leaf,,,,,-0.0193907116,4.27863884,
11075,48,151,48-151,Leaf,,,,,-0.0864920467,3.34557557,
11076,48,152,48-152,Leaf,,,,,0.0519661494,3.57726812,
11077,48,153,48-153,Leaf,,,,,0.116844788,4.93199158,
11078,48,154,48-154,Leaf,,,,,-0.0354778729,4.21915293,
11079,48,155,48-155,Leaf,,,,,-0.0878822133,4.34814405,
11080,48,156,48-156,Leaf,,,,,0.0224212166,3.04441094,
11081,48,157,48-157,Leaf,,,,,-0.000768306607,47.9732666,
11082,48,158,48-158,Leaf,,,,,-0.0796521232,20.7671337,
11083,48,159,48-159,Leaf,,,,,-0.0557723939,532.863159,
11084,48,160,48-160,Leaf,,,,,-0.0174575504,50.0886269,
11085,48,161,48-161,Leaf,,,,,0.0310015976,7.25820303,
11086,48,162,48-162,Leaf,,,,,-0.071481511,12.4876823,
11087,48,163,48-163,Leaf,,,,,0.0286312494,24.6784554,
11088,48,164,48-164,Leaf,,,,,-0.0275607239,619.929993,
11089,48,165,48-165,Leaf,,,,,0.073277317,40.7782555,
11090,48,166,48-166,Leaf,,,,,-0.0254812967,16.5197544,
11091,48,167,48-167,Leaf,,,,,-0.0489242338,31.2494316,
11092,48,168,48-168,Leaf,,,,,0.00830141734,136.176483,
11093,48,169,48-169,Leaf,,,,,-0.00759197865,3.11340261,
11094,48,170,48-170,Leaf,,,,,0.211225986,7.09714556,
11095,48,171,48-171,Leaf,,,,,-0.0170787387,41.2819328,
11096,48,172,48-172,Leaf,,,,,-0.0719173476,13.6734486,
11097,48,173,48-173,Leaf,,,,,0.0840722471,14.2751541,
11098,48,174,48-174,Leaf,,,,,-0.0510673411,6.61591196,
11099,48,175,48-175,Leaf,,,,,-0.0615878478,11.4258089,
11100,48,176,48-176,Leaf,,,,,0.00485438341,17.5558434,
11101,48,177,48-177,Leaf,,,,,-0.037580546,15.5749521,
11102,48,178,48-178,Leaf,,,,,-0.0905332342,14.9297619,
11103,48,179,48-179,Leaf,,,,,-0.0683874786,123.084251,
11104,48,180,48-180,Leaf,,,,,-0.00156007253,17.1826878,
11105,48,181,48-181,Leaf,,,,,0.0640364736,8.10719681,
11106,48,182,48-182,Leaf,,,,,-0.0831608251,4.76183558,
11107,48,183,48-183,Leaf,,,,,-0.0159573015,35.5843124,
11108,48,184,48-184,Leaf,,,,,-0.0717041194,81.8818207,
11109,48,185,48-185,Leaf,,,,,-0.0684780031,403.746765,
11110,48,186,48-186,Leaf,,,,,-0.0788864344,811.468445,
11111,48,187,48-187,Leaf,,,,,-0.058328487,539.927002,
11112,48,188,48-188,Leaf,,,,,-0.0828313231,21.3747406,
11113,48,189,48-189,Leaf,,,,,0.188303143,4.84650993,
11114,48,190,48-190,Leaf,,,,,0.0149581945,3.29411936,
11115,48,191,48-191,Leaf,,,,,-0.0714634061,67.9020538,
11116,48,192,48-192,Leaf,,,,,0.0083251819,11.866951,
11117,48,193,48-193,Leaf,,,,,-0.0865627974,99.515564,
11118,48,194,48-194,Leaf,,,,,-0.000492097053,3.00204253,
11119,48,195,48-195,Leaf,,,,,-0.0873738602,1723.48352,
11120,48,196,48-196,Leaf,,,,,-0.0704404265,128.858704,
11121,48,199,48-199,Leaf,,,,,-0.0434066392,26.9572353,
11122,48,200,48-200,Leaf,,,,,-0.0836190656,51.9564857,
11123,48,201,48-201,Leaf,,,,,0.0630776361,3.87519789,
11124,48,202,48-202,Leaf,,,,,-0.077011697,3.1919086,
11125,48,203,48-203,Leaf,,,,,-0.0267853942,98.6555481,
11126,48,204,48-204,Leaf,,,,,-0.065088138,175.178467,
11127,48,205,48-205,Leaf,,,,,0.0100245401,66.2401505,
11128,48,206,48-206,Leaf,,,,,-0.0439293794,29.9169273,
11129,48,207,48-207,Leaf,,,,,-0.0153004574,29.864727,
11130,48,208,48-208,Leaf,,,,,0.0672119856,8.60046673,
11131,48,209,48-209,Leaf,,,,,-0.0580760315,150.126373,
11132,48,210,48-210,Leaf,,,,,0.0143323643,4.99577332,
11133,48,211,48-211,Leaf,,,,,-0.045499485,34.8727112,
11134,48,212,48-212,Leaf,,,,,-0.0822232813,230.624374,
11135,48,213,48-213,Leaf,,,,,-0.0218846109,7.73075104,
11136,48,214,48-214,Leaf,,,,,-0.0894537568,6.68484068,
11137,48,215,48-215,Leaf,,,,,0.0859297439,6.42473698,
11138,48,216,48-216,Leaf,,,,,-0.0216664281,5.00304413,
11139,48,217,48-217,Leaf,,,,,-0.0318359844,3.31447792,
11140,48,218,48-218,Leaf,,,,,0.0731096789,3.00954485,
11141,48,219,48-219,Leaf,,,,,-0.0951470062,11.3980303,
11142,48,220,48-220,Leaf,,,,,-0.0411104895,3.82975674,
11143,48,221,48-221,Leaf,,,,,0.109519184,4.13605595,
11144,48,222,48-222,Leaf,,,,,-0.00188672391,141.441742,
11145,48,223,48-223,Leaf,,,,,-0.0316173509,3.32135916,
11146,48,224,48-224,Leaf,,,,,0.186255306,4.13516283,
11147,48,225,48-225,Leaf,,,,,-0.0681405365,61.6317635,
11148,48,226,48-226,Leaf,,,,,-0.0118841873,13.5816946,
11149,48,227,48-227,Leaf,,,,,-0.0379121564,9.50632,
11150,48,228,48-228,Leaf,,,,,0.0503448211,6.85744143,
11151,48,229,48-229,Leaf,,,,,0.0135662211,4.81207132,
11152,48,230,48-230,Leaf,,,,,0.132523969,3.64526606,
11153,48,231,48-231,Leaf,,,,,-0.0748596117,9.09054089,
11154,48,232,48-232,Leaf,,,,,0.0113366144,12.922143,
11155,49,0,49-0,last_nonNull_CVSC100,746.5,49-1,49-2,49-2,1454.52417,16620.6582,
11156,49,1,49-1,last_nonNull_CVSC100,683.5,49-3,49-4,49-4,96.2871246,11356.0186,
11157,49,2,49-2,InterestBalance,0.00499999989,49-5,49-6,49-5,107.158691,5264.63965,
11158,49,3,49-3,RE28_backfill,210049.0,49-7,49-8,49-8,20.6606064,8328.67383,
11159,49,4,49-4,12MoInterestAvg,0.134365082,49-9,49-10,49-9,61.0473328,3027.34473,
11160,49,5,49-5,last_nonNull_CVSC100,799.5,49-11,49-12,49-11,43.4199219,4675.81934,
11161,49,6,49-6,deposits_amount,45.0149994,49-13,49-14,49-14,26.0653992,588.820129,
11162,49,7,49-7,deposits_amount,269.410004,49-15,49-16,49-16,16.3335476,8222.70996,
11163,49,8,49-8,deposits_amount,43.5699997,49-17,49-18,49-18,6.57253075,105.964561,
11164,49,9,49-9,avg_dpd_last9Mo,4.5,49-19,49-20,49-20,7.17875671,1032.60156,
11165,49,10,49-10,AM04_backfill,0.5,49-21,49-22,49-22,19.1267738,1994.74329,
11166,49,11,49-11,deposits_amount,0.995000005,49-23,49-24,49-24,17.4945679,1780.2052,
11167,49,12,49-12,avg_dpd_last9Mo,19.5,49-25,49-26,49-26,15.1179199,2895.61426,
11168,49,13,49-13,utilization,0.00215000007,49-27,49-28,49-28,9.59458923,211.635559,
11169,49,14,49-14,RE28_backfill,13055.0,49-29,49-30,49-30,14.9676132,377.18457,
11170,49,15,49-15,InterestBalance,24.9949989,49-31,49-32,49-32,20.1532364,5969.65186,
11171,49,16,49-16,last_nonNull_CVSC100,448.5,49-33,49-34,49-34,10.4067612,2253.05786,
11172,49,17,49-17,utilization,0.974650025,49-35,49-36,49-36,6.16714478,29.3899879,
11173,49,18,49-18,InterestBalance,44.1450005,49-37,49-38,49-38,10.1681404,76.5745773,
11174,49,19,49-19,GO152_backfill,0.5,49-39,49-40,49-40,6.34324646,898.243103,
11175,49,20,49-20,12MoInterestAvg,0.0235416666,49-41,49-42,49-42,6.52979994,134.358459,
11176,49,21,49-21,avg_dpd_last3Mo,10.5,49-43,49-44,49-44,9.94803429,1423.3374,
11177,49,22,49-22,avg_dpd_last9Mo,24.5,49-45,49-46,49-46,15.7503624,571.405884,
11178,49,23,49-23,RE28_backfill,13600.5,49-47,49-48,49-48,14.2148418,125.168533,
11179,49,24,49-24,utilization,0.0033499999,49-49,49-50,49-50,10.4562988,1655.03674,
11180,49,25,49-25,avg_dpd_last3Mo,3.5,49-51,49-52,49-52,4.84191895,2818.07007,
11181,49,26,49-26,avg_dpd_last9Mo,86.5,49-53,49-54,49-54,6.73127365,77.5440445,
11182,49,27,49-27,max_dpd_last6Mo,26.5,49-55,49-56,49-56,7.62540913,56.0860939,
11183,49,28,49-28,GO21_backfill,2.5,49-57,49-58,49-58,7.56418133,155.549469,
11184,49,29,49-29,utilization,0.334450006,49-59,49-60,49-60,8.04953766,75.0341949,
11185,49,30,49-30,GO152_backfill,1.5,49-61,49-62,49-62,7.11985016,302.150391,
11186,49,31,49-31,12MoInterestAvg,16.7729168,49-63,49-64,49-64,16.2998066,4368.43994,
11187,49,32,49-32,last3MonthUtilization,0.88191998,49-65,49-66,49-66,28.772686,1601.21191,
11188,49,33,49-33,max_dpd_last6Mo,9.5,49-67,49-68,49-68,7.04657745,25.0721397,
11189,49,34,49-34,last_nonNull_CVSC100,659.5,49-69,49-70,49-70,9.89637184,2227.98584,
11190,49,35,49-35,InterestBalance,0.105000004,49-71,49-72,49-72,7.57828522,25.6166954,
11191,49,36,49-36,Leaf,,,,,-0.108923316,3.7732923,
11192,49,37,49-37,12MoInterestAvg,0.0141666662,49-73,49-74,49-74,1.82213211,56.6033287,
11193,49,38,49-38,12MoInterestAvg,60.2456284,49-75,49-76,49-76,7.00807047,19.9712467,
11194,49,39,49-39,RE28_backfill,37975.0,49-77,49-78,49-78,7.76100922,265.639038,
11195,49,40,49-40,last_nonNull_CVSC100,704.5,49-79,49-80,49-80,6.77191925,632.604065,
11196,49,41,49-41,Leaf,,,,,0.0833739713,4.90685368,
11197,49,42,49-42,avg_dpd_last3Mo,7.5,49-81,49-82,49-82,4.47998381,129.451599,
11198,49,43,49-43,InterestBalance,109.339996,49-83,49-84,49-84,11.4374809,1066.25183,
11199,49,44,49-44,12MoInterestAvg,5.50866699,49-85,49-86,49-86,8.62014484,357.085602,
11200,49,45,49-45,GO21_backfill,5.5,49-87,49-88,49-88,10.8738937,457.583099,
11201,49,46,49-46,12MoInterestAvg,4.05714273,49-89,49-90,49-90,8.44584274,113.822784,
11202,49,47,49-47,last3MonthUtilization,0.0171750002,49-91,49-92,49-92,6.39391804,31.5266685,
11203,49,48,49-48,12MoInterestAvg,0.754583359,49-93,49-94,49-94,7.18599701,93.641861,
11204,49,49,49-49,GO21_backfill,7.5,49-95,49-96,49-96,9.41973877,906.85083,
11205,49,50,49-50,last3MonthUtilization,0.00301916664,49-97,49-98,49-98,7.98840332,748.185852,
11206,49,51,49-51,deposits_amount,9.55500031,49-99,49-100,49-100,3.74731445,2765.30005,
11207,49,52,49-52,utilization,0.000349999988,49-101,49-102,49-102,6.0413084,52.7701645,
11208,49,53,49-53,AM04_backfill,0.5,49-103,49-104,49-104,4.18855762,72.5634766,
11209,49,54,49-54,Leaf,,,,,0.0649669394,4.98056412,
11210,49,55,49-55,12MoInterestAvg,0.0904166698,49-105,49-106,49-106,1.96663761,29.8869629,
11211,49,56,49-56,avg_dpd_last9Mo,34.5,49-107,49-108,49-108,4.85663414,26.199131,
11212,49,57,49-57,last3MonthUtilization,0.00425700005,49-109,49-110,49-110,5.69956923,144.684189,
11213,49,58,49-58,avg_dpd_last3Mo,4.5,49-111,49-112,49-112,6.31115341,10.8652811,
11214,49,59,49-59,RE28_backfill,11450.0,49-113,49-114,49-114,2.87281132,27.1500111,
11215,49,60,49-60,deposits_amount,312.97998,49-115,49-116,49-116,8.24089432,47.8841858,
11216,49,61,49-61,InterestBalance,134.714996,49-117,49-118,49-118,6.7148056,254.274231,
11217,49,62,49-62,AM04_backfill,0.5,49-119,49-120,49-120,6.86111212,47.876152,
11218,49,63,49-63,avg_dpd_last9Mo,102.5,49-121,49-122,49-122,14.5724306,4114.01221,
11219,49,64,49-64,utilization,1.07835007,49-123,49-124,49-124,7.78865242,254.427429,
11220,49,65,49-65,utilization,1.12339997,49-125,49-126,49-126,9.7155304,505.893341,
11221,49,66,49-66,utilization,1.07165003,49-127,49-128,49-128,13.2068138,1095.31848,
11222,49,67,49-67,Leaf,,,,,-0.0948375016,20.5161266,
11223,49,68,49-68,Leaf,,,,,0.0357247181,4.55601311,
11224,49,69,49-69,last3MonthUtilization,1.26609111,49-129,49-130,49-130,5.67985153,1666.78833,
11225,49,70,49-70,last3MonthUtilization,-1.47916671e-05,49-131,49-132,49-132,9.42854691,561.197388,
11226,49,71,49-71,last_nonNull_CVSC100,665.5,49-133,49-134,49-134,2.5986855,9.61962891,
11227,49,72,49-72,last3MonthUtilization,0.100687504,49-135,49-136,49-136,9.46068001,15.9970665,
11228,49,73,49-73,Leaf,,,,,-0.00442497758,3.0326252,
11229,49,74,49-74,RE28_backfill,802455.0,49-137,49-138,49-138,1.27710724,53.5707016,
11230,49,75,49-75,RE28_backfill,356069.5,49-139,49-140,49-140,8.84373093,12.7921696,
11231,49,76,49-76,12MoInterestAvg,80.8937531,49-141,49-142,49-142,0.647899628,7.17907763,
11232,49,77,49-77,utilization,0.701849997,49-143,49-144,49-144,5.99098969,161.228302,
11233,49,78,49-78,utilization,0.297450006,49-145,49-146,49-146,6.54356194,104.410728,
11234,49,79,49-79,GO152_backfill,7.5,49-147,49-148,49-148,4.58286095,166.185989,
11235,49,80,49-80,last3MonthUtilization,0.233490676,49-149,49-150,49-150,4.66051483,466.41806,
11236,49,81,49-81,RE28_backfill,8005.0,49-151,49-152,49-152,5.23388958,85.1176376,
11237,49,82,49-82,last3MonthUtilization,0.0815953314,49-153,49-154,49-154,3.29979992,44.3339615,
11238,49,83,49-83,12MoInterestAvg,0.370416671,49-155,49-156,49-156,11.5961323,1030.38403,
11239,49,84,49-84,12MoInterestAvg,57.5962143,49-157,49-158,49-158,6.58438206,35.8677521,
11240,49,85,49-85,utilization,0.790149987,49-159,49-160,49-160,4.97915745,110.014572,
11241,49,86,49-86,12MoInterestAvg,24.930666,49-161,49-162,49-162,7.74990177,247.071014,
11242,49,87,49-87,deposits_amount,1.06500006,49-163,49-164,49-164,4.29450226,439.247986,
11243,49,88,49-88,utilization,0.287949979,49-165,49-166,49-166,11.0271988,18.3351212,
11244,49,89,49-89,RE28_backfill,50400.0,49-167,49-168,49-168,6.67144966,45.6331596,
11245,49,90,49-90,last3MonthUtilization,0.587662101,49-169,49-170,49-170,9.64116096,68.189621,
11246,49,91,49-91,utilization,0.00135000004,49-171,49-172,49-172,14.7170486,16.2494774,
11247,49,92,49-92,utilization,0.0578499995,49-173,49-174,49-174,5.81221104,15.2771902,
11248,49,93,49-93,utilization,0.0791499987,49-175,49-176,49-176,1.47427177,64.7479782,
11249,49,94,49-94,last3MonthUtilization,0.00363794435,49-177,49-178,49-178,5.32820892,28.8938885,
11250,49,95,49-95,last3MonthUtilization,-0.0997546688,49-179,49-180,49-180,4.58432007,902.316101,
11251,49,96,49-96,Leaf,,,,,0.0607519411,4.53471184,
11252,49,97,49-97,deposits_amount,152.139999,49-181,49-182,49-182,10.9348574,8.4734869,
11253,49,98,49-98,avg_dpd_last3Mo,5.5,49-183,49-184,49-183,4.25942993,739.712402,
11254,49,99,49-99,last3MonthUtilization,0.00323511893,49-185,49-186,49-186,5.86181641,228.843964,
11255,49,100,49-100,GO21_backfill,5.5,49-187,49-188,49-188,4.03735352,2536.45605,
11256,49,101,49-101,deposits_amount,29.9949989,49-189,49-190,49-189,0.903524399,29.913435,
11257,49,102,49-102,deposits_amount,2099.66016,49-191,49-192,49-192,21.2505245,22.8567314,
11258,49,103,49-103,12MoInterestAvg,0.640833318,49-193,49-194,49-194,7.79410791,26.6991386,
11259,49,104,49-104,RE28_backfill,569224.5,49-195,49-196,49-196,8.16161728,45.8643417,
11260,49,105,49-105,Leaf,,,,,-0.0151416948,5.79084349,
11261,49,106,49-106,avg_dpd_last3Mo,17.5,49-197,49-198,49-198,0.472753525,24.0961208,
11262,49,107,49-107,12MoInterestAvg,1.26524997,49-199,49-200,49-200,3.59922719,6.93982077,
11263,49,108,49-108,12MoInterestAvg,0.558125019,49-201,49-202,49-202,1.26365924,19.2593117,
11264,49,109,49-109,avg_dpd_last9Mo,18.5,49-203,49-204,49-204,11.3490372,17.5833187,
11265,49,110,49-110,InterestBalance,74.5449982,49-205,49-206,49-206,5.20317745,127.100868,
11266,49,111,49-111,Leaf,,,,,0.183122382,3.4114933,
11267,49,112,49-112,last_nonNull_CVSC100,774.5,49-207,49-208,49-208,4.0907979,7.45378733,
11268,49,113,49-113,GO152_backfill,1.5,49-209,49-210,49-210,1.08272457,23.5174427,
11269,49,114,49-114,Leaf,,,,,0.0284427498,3.63256836,
11270,49,115,49-115,last3MonthUtilization,0.679710507,49-211,49-212,49-212,4.04180241,18.3330212,
11271,49,116,49-116,GO152_backfill,1.5,49-213,49-214,49-214,2.10799432,29.5511627,
11272,49,117,49-117,avg_dpd_last9Mo,20.5,49-215,49-216,49-216,2.88269806,250.295593,
11273,49,118,49-118,Leaf,,,,,0.0562203899,3.9786346,
11274,49,119,49-119,InterestBalance,31.9850006,49-217,49-218,49-218,5.34759808,18.5940323,
11275,49,120,49-120,max_dpd_last6Mo,17.5,49-219,49-220,49-220,7.20337296,29.2821198,
11276,49,121,49-121,Leaf,,,,,-0.0011004312,3935.61011,
11277,49,122,49-122,Leaf,,,,,0.0280422326,178.402206,
11278,49,123,49-123,Leaf,,,,,-0.0171328783,205.275253,
11279,49,124,49-124,Leaf,,,,,-0.0612589009,49.1521759,
11280,49,125,49-125,Leaf,,,,,0.0333539434,497.020233,
11281,49,126,49-126,Leaf,,,,,-0.0673312768,8.87309456,
